"date","time","home_team","away_team","home_odds","away_odds","home_score","away_score","home_prob","away_prob","pinnacle_margin"
"06/14/2019","01:00","Golden State Warriors","Toronto Raptors",-139,121,"110","114",0.581589958158996,0.452488687782805,0.0340786459418012
"06/11/2019","01:00","Toronto Raptors","Golden State Warriors",-102,-114,"105","106",0.504950495049505,0.532710280373832,0.0376607754233367
"06/08/2019","01:00","Golden State Warriors","Toronto Raptors",-213,181,"92","105",0.680511182108626,0.355871886120996,0.0363830682296227
"06/06/2019","01:00","Golden State Warriors","Toronto Raptors",-149,129,"109","123",0.598393574297189,0.436681222707424,0.0350747970046124
"06/03/2019","00:00","Toronto Raptors","Golden State Warriors",-133,116,"104","109",0.570815450643777,0.462962962962963,0.0337784136067398
"05/31/2019","01:00","Toronto Raptors","Golden State Warriors",-125,110,"118","109",0.555555555555556,0.476190476190476,0.0317460317460316
"05/26/2019","00:30","Toronto Raptors","Milwaukee Bucks",-127,110,"100","94",0.559471365638767,0.476190476190476,0.0356618418292427
"05/24/2019","00:30","Milwaukee Bucks","Toronto Raptors",-323,269,"99","105",0.763593380614657,0.2710027100271,0.0345960906417575
"05/22/2019","00:30","Toronto Raptors","Milwaukee Bucks",131,-149,"120","102",0.432900432900433,0.598393574297189,0.0312940071976215
"05/21/2019","01:00","Portland Trail Blazers","Golden State Warriors",112,-130,"117","119",0.471698113207547,0.565217391304348,0.036915504511895
"05/19/2019","23:00","Toronto Raptors","Milwaukee Bucks",-135,117,"118","112",0.574468085106383,0.460829493087558,0.0352975781939406
"05/19/2019","01:00","Portland Trail Blazers","Golden State Warriors",-141,123,"99","110",0.5850622406639,0.448430493273543,0.0334927339374429
"05/18/2019","00:30","Milwaukee Bucks","Toronto Raptors",-256,218,"125","103",0.719101123595506,0.314465408805031,0.033566532400537
"05/17/2019","01:00","Golden State Warriors","Portland Trail Blazers",-312,264,"114","111",0.757281553398058,0.274725274725275,0.032006828123333
"05/16/2019","00:30","Milwaukee Bucks","Toronto Raptors",-286,240,"108","100",0.740932642487047,0.294117647058824,0.0350502895458702
"05/15/2019","01:00","Golden State Warriors","Portland Trail Blazers",-323,270,"116","94",0.763593380614657,0.27027027027027,0.0338636508849275
"05/12/2019","23:00","Toronto Raptors","Philadelphia 76ers",-250,213,"92","90",0.714285714285714,0.319488817891374,0.0337745321770881
"05/12/2019","19:30","Denver Nuggets","Portland Trail Blazers",-250,210,"96","100",0.714285714285714,0.32258064516129,0.0368663594470047
"05/11/2019","01:00","Houston Rockets","Golden State Warriors",-323,271,"113","118",0.763593380614657,0.269541778975741,0.0331351595903984
"05/10/2019","02:30","Portland Trail Blazers","Denver Nuggets",-172,150,"119","108",0.632352941176471,0.4,0.0323529411764705
"05/10/2019","00:00","Philadelphia 76ers","Toronto Raptors",102,-119,"112","101",0.495049504950495,0.54337899543379,0.0384285003842848
"05/09/2019","02:30","Golden State Warriors","Houston Rockets",-256,214,"104","99",0.719101123595506,0.318471337579618,0.0375724611751234
"05/09/2019","00:00","Milwaukee Bucks","Boston Celtics",-400,319,"116","91",0.8,0.238663484486874,0.0386634844868736
"05/08/2019","02:30","Denver Nuggets","Portland Trail Blazers",-213,181,"124","98",0.680511182108626,0.355871886120996,0.0363830682296227
"05/08/2019","00:00","Toronto Raptors","Philadelphia 76ers",-256,216,"125","89",0.719101123595506,0.316455696202532,0.0355568197980372
"05/07/2019","01:30","Houston Rockets","Golden State Warriors",-109,-106,"112","108",0.521531100478469,0.514563106796116,0.0360942072745853
"05/06/2019","23:00","Boston Celtics","Milwaukee Bucks",-114,-102,"101","113",0.532710280373832,0.504950495049505,0.0376607754233367
"05/05/2019","23:00","Portland Trail Blazers","Denver Nuggets",-147,127,"112","116",0.595141700404858,0.440528634361233,0.0356703347660918
"05/05/2019","19:30","Philadelphia 76ers","Toronto Raptors",-135,118,"96","101",0.574468085106383,0.458715596330275,0.0331836814366584
"05/05/2019","00:30","Houston Rockets","Golden State Warriors",-159,139,"126","121",0.613899613899614,0.418410041841004,0.0323096557406182
"05/04/2019","02:30","Portland Trail Blazers","Denver Nuggets",-192,166,"140","137",0.657534246575342,0.37593984962406,0.0334740961994027
"05/04/2019","00:00","Boston Celtics","Milwaukee Bucks",-118,102,"116","123",0.541284403669725,0.495049504950495,0.0363339086202199
"05/03/2019","00:00","Philadelphia 76ers","Toronto Raptors",106,-122,"116","95",0.485436893203884,0.549549549549549,0.034986442753433
"05/02/2019","01:00","Denver Nuggets","Portland Trail Blazers",-182,158,"90","97",0.645390070921986,0.387596899224806,0.032986970146792
"05/01/2019","02:30","Golden State Warriors","Houston Rockets",-217,185,"115","109",0.684542586750789,0.350877192982456,0.0354197797332447
"05/01/2019","00:00","Milwaukee Bucks","Boston Celtics",-333,275,"123","102",0.76905311778291,0.266666666666667,0.0357197844495767
