"date","time","home_team","away_team","home_odds","away_odds","home_score","away_score","home_prob","away_prob","pinnacle_margin"
"10/29/2018","00:15","Los Angeles Dodgers","Boston Red Sox","-152","+127","1","1",0.603174603174603,0.440528634361233,0.0437032375358366
"10/29/2018","00:09","Los Angeles Dodgers","Boston Red Sox","-159","+120","6","6",0.613899613899614,0.454545454545455,0.0684450684450686
"10/27/2018","00:09","Los Angeles Dodgers","Boston Red Sox","-179","+150","3","3",0.6415770609319,0.4,0.0415770609318997
"10/25/2018","00:09","Boston Red Sox","Los Angeles Dodgers","-143","+120","4","4",0.588477366255144,0.454545454545455,0.0430228208005987
"10/24/2018","00:09","Boston Red Sox","Los Angeles Dodgers","-182","+150","8","8",0.645390070921986,0.4,0.0453900709219859
"10/21/2018","00:09","Milwaukee Brewers","Los Angeles Dodgers","-112","-105","1","1",0.528301886792453,0.51219512195122,0.0404970087436722
"10/20/2018","00:39","Milwaukee Brewers","Los Angeles Dodgers","-102","-118","7","7",0.504950495049505,0.541284403669725,0.0462348987192298
"10/19/2018","00:09","Houston Astros","Boston Red Sox","-196","+164","1","1",0.662162162162162,0.378787878787879,0.040950040950041
"10/18/2018","00:39","Houston Astros","Boston Red Sox","-156","+133","6","6",0.609375,0.429184549356223,0.0385595493562232
"10/17/2018","21:05","Los Angeles Dodgers","Milwaukee Brewers","-189","+158","5","5",0.653979238754325,0.387596899224806,0.0415761379791315
"10/17/2018","01:09","Los Angeles Dodgers","Milwaukee Brewers","-152","+129","2","2",0.603174603174603,0.436681222707424,0.0398558258820267
"10/16/2018","21:09","Houston Astros","Boston Red Sox","-130","+108","2","2",0.565217391304348,0.480769230769231,0.0459866220735785
"10/15/2018","23:39","Los Angeles Dodgers","Milwaukee Brewers","-179","+152","0","0",0.6415770609319,0.396825396825397,0.0384024577572963
"10/14/2018","23:09","Boston Red Sox","Houston Astros","+110","-130","7","7",0.476190476190476,0.565217391304348,0.0414078674948239
"10/14/2018","00:09","Boston Red Sox","Houston Astros","-127","+108","2","2",0.559471365638767,0.480769230769231,0.0402405964079973
"10/13/2018","20:09","Milwaukee Brewers","Los Angeles Dodgers","+110","-128","3","3",0.476190476190476,0.56140350877193,0.0375939849624061
"10/13/2018","00:09","Milwaukee Brewers","Los Angeles Dodgers","+119","-139","6","6",0.45662100456621,0.581589958158996,0.0382109627252059
"10/10/2018","00:07","New York Yankees","Boston Red Sox","-147","+127","3","3",0.595141700404858,0.440528634361233,0.0356703347660918
"10/08/2018","23:40","New York Yankees","Boston Red Sox","-172","+147","1","1",0.632352941176471,0.404858299595142,0.0372112407716123
"10/08/2018","20:30","Atlanta Braves","Los Angeles Dodgers","+127","-149","2","2",0.440528634361233,0.598393574297189,0.0389222086584222
"10/08/2018","17:30","Cleveland Guardians","Houston Astros","-128","+110","3","3",0.56140350877193,0.476190476190476,0.0375939849624061
"10/08/2018","00:07","Atlanta Braves","Los Angeles Dodgers","+139","-161","6","6",0.418410041841004,0.616858237547893,0.035268279388897
"10/07/2018","20:37","Colorado Rockies","Milwaukee Brewers","-167","+143","0","0",0.625468164794008,0.411522633744856,0.0369907985388636
"10/07/2018","00:15","Boston Red Sox","New York Yankees","+102","-120","2","2",0.495049504950495,0.545454545454545,0.0405040504050405
"10/06/2018","20:37","Houston Astros","Cleveland Guardians","-139","+119","3","3",0.581589958158996,0.45662100456621,0.0382109627252059
"10/06/2018","01:37","Los Angeles Dodgers","Atlanta Braves","-256","+217","3","3",0.719101123595506,0.315457413249211,0.034558536844717
"10/05/2018","23:32","Boston Red Sox","New York Yankees","-172","+148","5","5",0.632352941176471,0.403225806451613,0.0355787476280836
"10/05/2018","20:15","Milwaukee Brewers","Colorado Rockies","-167","+144","4","4",0.625468164794008,0.409836065573771,0.0353042303677782
"10/05/2018","18:05","Houston Astros","Cleveland Guardians","-149","+129","7","7",0.598393574297189,0.436681222707424,0.0350747970046124
"10/05/2018","00:37","Los Angeles Dodgers","Atlanta Braves","-189","+162","6","6",0.653979238754325,0.381679389312977,0.0356586280673024
"10/04/2018","21:07","Milwaukee Brewers","Colorado Rockies","-175","+150","3","3",0.636363636363636,0.4,0.0363636363636364
"10/04/2018","00:08","New York Yankees","Oakland Athletics","-213","+177","7","7",0.680511182108626,0.36101083032491,0.041522012433536
"10/03/2018","00:08","Chicago Cubs","Colorado Rockies","-143","+121","1","1",0.588477366255144,0.452488687782805,0.0409660540379495
"10/01/2018","20:09","Los Angeles Dodgers","Colorado Rockies","-182","+154","5","5",0.645390070921986,0.393700787401575,0.0390908583235605
"10/01/2018","17:35","Pittsburgh Pirates","Miami Marlins",NA,NA,"canc.","canc.",NA,NA,NA
"10/01/2018","17:05","Chicago Cubs","Milwaukee Brewers","-128","+110","1","1",0.56140350877193,0.476190476190476,0.0375939849624061
"09/30/2018","19:20","Chicago Cubs","St.Louis Cardinals","-159","+136","10","5",0.613899613899614,0.423728813559322,0.037628427458936
"09/30/2018","19:15","Kansas City Royals","Cleveland Guardians","+191","-227","1","1",0.343642611683849,0.694189602446483,0.037832214130332
"09/30/2018","19:10","Cincinnati Reds","Pittsburgh Pirates","-128","+108","5","5",0.56140350877193,0.480769230769231,0.0421727395411606
"09/30/2018","19:10","Colorado Rockies","Washington Nationals","-192","+165","12","0",0.657534246575342,0.377358490566038,0.0348927371413801
"09/30/2018","19:10","Milwaukee Brewers","Detroit Tigers","-286","+239","11","0",0.740932642487047,0.294985250737463,0.0359178932245099
"09/30/2018","19:10","Minnesota Twins","Chicago White Sox","-137","+117","5","5",0.578059071729958,0.460829493087558,0.0388885648175155
"09/30/2018","19:10","New York Mets","Miami Marlins","-263","+220","1","1",0.724517906336088,0.3125,0.037017906336088
"09/30/2018","19:10","San Diego Padres","Arizona Diamondbacks","+104","-122","4","4",0.490196078431373,0.549549549549549,0.0397456279809221
"09/30/2018","19:10","Seattle Mariners","Texas Rangers","-169","+146","3","3",0.628252788104089,0.40650406504065,0.0347568531447395
"09/30/2018","19:10","Tampa Bay Rays","Toronto Blue Jays","-169","+144","9","9",0.628252788104089,0.409836065573771,0.0380888536778596
"09/30/2018","19:07","Los Angeles Angels","Oakland Athletics","-112","-105","5","5",0.528301886792453,0.51219512195122,0.0404970087436722
"09/30/2018","19:05","Boston Red Sox","New York Yankees","-139","+120","10","2",0.581589958158996,0.454545454545455,0.0361354127044504
"09/30/2018","19:05","Philadelphia Phillies","Atlanta Braves","+129","-152","3","3",0.436681222707424,0.603174603174603,0.0398558258820267
"09/30/2018","19:05","San Francisco Giants","Los Angeles Dodgers","+202","-238","0","0",0.33112582781457,0.704142011834319,0.035267839648889
"10/29/2018","00:15","Los Angeles Dodgers","Boston Red Sox","-152","+127","1","1",0.603174603174603,0.440528634361233,0.0437032375358366
"10/29/2018","00:09","Los Angeles Dodgers","Boston Red Sox","-159","+120","6","6",0.613899613899614,0.454545454545455,0.0684450684450686
"10/27/2018","00:09","Los Angeles Dodgers","Boston Red Sox","-179","+150","3","3",0.6415770609319,0.4,0.0415770609318997
"10/25/2018","00:09","Boston Red Sox","Los Angeles Dodgers","-143","+120","4","4",0.588477366255144,0.454545454545455,0.0430228208005987
"10/24/2018","00:09","Boston Red Sox","Los Angeles Dodgers","-182","+150","8","8",0.645390070921986,0.4,0.0453900709219859
"10/21/2018","00:09","Milwaukee Brewers","Los Angeles Dodgers","-112","-105","1","1",0.528301886792453,0.51219512195122,0.0404970087436722
"10/20/2018","00:39","Milwaukee Brewers","Los Angeles Dodgers","-102","-118","7","7",0.504950495049505,0.541284403669725,0.0462348987192298
"10/19/2018","00:09","Houston Astros","Boston Red Sox","-196","+164","1","1",0.662162162162162,0.378787878787879,0.040950040950041
"10/18/2018","00:39","Houston Astros","Boston Red Sox","-156","+133","6","6",0.609375,0.429184549356223,0.0385595493562232
"10/17/2018","21:05","Los Angeles Dodgers","Milwaukee Brewers","-189","+158","5","5",0.653979238754325,0.387596899224806,0.0415761379791315
"10/17/2018","01:09","Los Angeles Dodgers","Milwaukee Brewers","-152","+129","2","2",0.603174603174603,0.436681222707424,0.0398558258820267
"10/16/2018","21:09","Houston Astros","Boston Red Sox","-130","+108","2","2",0.565217391304348,0.480769230769231,0.0459866220735785
"10/15/2018","23:39","Los Angeles Dodgers","Milwaukee Brewers","-179","+152","0","0",0.6415770609319,0.396825396825397,0.0384024577572963
"10/14/2018","23:09","Boston Red Sox","Houston Astros","+110","-130","7","7",0.476190476190476,0.565217391304348,0.0414078674948239
"10/14/2018","00:09","Boston Red Sox","Houston Astros","-127","+108","2","2",0.559471365638767,0.480769230769231,0.0402405964079973
"10/13/2018","20:09","Milwaukee Brewers","Los Angeles Dodgers","+110","-128","3","3",0.476190476190476,0.56140350877193,0.0375939849624061
"10/13/2018","00:09","Milwaukee Brewers","Los Angeles Dodgers","+119","-139","6","6",0.45662100456621,0.581589958158996,0.0382109627252059
"10/10/2018","00:07","New York Yankees","Boston Red Sox","-147","+127","3","3",0.595141700404858,0.440528634361233,0.0356703347660918
"10/08/2018","23:40","New York Yankees","Boston Red Sox","-172","+147","1","1",0.632352941176471,0.404858299595142,0.0372112407716123
"10/08/2018","20:30","Atlanta Braves","Los Angeles Dodgers","+127","-149","2","2",0.440528634361233,0.598393574297189,0.0389222086584222
"10/08/2018","17:30","Cleveland Guardians","Houston Astros","-128","+110","3","3",0.56140350877193,0.476190476190476,0.0375939849624061
"10/08/2018","00:07","Atlanta Braves","Los Angeles Dodgers","+139","-161","6","6",0.418410041841004,0.616858237547893,0.035268279388897
"10/07/2018","20:37","Colorado Rockies","Milwaukee Brewers","-167","+143","0","0",0.625468164794008,0.411522633744856,0.0369907985388636
"10/07/2018","00:15","Boston Red Sox","New York Yankees","+102","-120","2","2",0.495049504950495,0.545454545454545,0.0405040504050405
"10/06/2018","20:37","Houston Astros","Cleveland Guardians","-139","+119","3","3",0.581589958158996,0.45662100456621,0.0382109627252059
"10/06/2018","01:37","Los Angeles Dodgers","Atlanta Braves","-256","+217","3","3",0.719101123595506,0.315457413249211,0.034558536844717
"10/05/2018","23:32","Boston Red Sox","New York Yankees","-172","+148","5","5",0.632352941176471,0.403225806451613,0.0355787476280836
"10/05/2018","20:15","Milwaukee Brewers","Colorado Rockies","-167","+144","4","4",0.625468164794008,0.409836065573771,0.0353042303677782
"10/05/2018","18:05","Houston Astros","Cleveland Guardians","-149","+129","7","7",0.598393574297189,0.436681222707424,0.0350747970046124
"10/05/2018","00:37","Los Angeles Dodgers","Atlanta Braves","-189","+162","6","6",0.653979238754325,0.381679389312977,0.0356586280673024
"10/04/2018","21:07","Milwaukee Brewers","Colorado Rockies","-175","+150","3","3",0.636363636363636,0.4,0.0363636363636364
"10/04/2018","00:08","New York Yankees","Oakland Athletics","-213","+177","7","7",0.680511182108626,0.36101083032491,0.041522012433536
"10/03/2018","00:08","Chicago Cubs","Colorado Rockies","-143","+121","1","1",0.588477366255144,0.452488687782805,0.0409660540379495
"10/01/2018","20:09","Los Angeles Dodgers","Colorado Rockies","-182","+154","5","5",0.645390070921986,0.393700787401575,0.0390908583235605
"10/01/2018","17:35","Pittsburgh Pirates","Miami Marlins",NA,NA,"canc.","canc.",NA,NA,NA
"10/01/2018","17:05","Chicago Cubs","Milwaukee Brewers","-128","+110","1","1",0.56140350877193,0.476190476190476,0.0375939849624061
"09/30/2018","19:20","Chicago Cubs","St.Louis Cardinals","-159","+136","10","5",0.613899613899614,0.423728813559322,0.037628427458936
"09/30/2018","19:15","Kansas City Royals","Cleveland Guardians","+191","-227","1","1",0.343642611683849,0.694189602446483,0.037832214130332
"09/30/2018","19:10","Cincinnati Reds","Pittsburgh Pirates","-128","+108","5","5",0.56140350877193,0.480769230769231,0.0421727395411606
"09/30/2018","19:10","Colorado Rockies","Washington Nationals","-192","+165","12","0",0.657534246575342,0.377358490566038,0.0348927371413801
"09/30/2018","19:10","Milwaukee Brewers","Detroit Tigers","-286","+239","11","0",0.740932642487047,0.294985250737463,0.0359178932245099
"09/30/2018","19:10","Minnesota Twins","Chicago White Sox","-137","+117","5","5",0.578059071729958,0.460829493087558,0.0388885648175155
"09/30/2018","19:10","New York Mets","Miami Marlins","-263","+220","1","1",0.724517906336088,0.3125,0.037017906336088
"09/30/2018","19:10","San Diego Padres","Arizona Diamondbacks","+104","-122","4","4",0.490196078431373,0.549549549549549,0.0397456279809221
"09/30/2018","19:10","Seattle Mariners","Texas Rangers","-169","+146","3","3",0.628252788104089,0.40650406504065,0.0347568531447395
"09/30/2018","19:10","Tampa Bay Rays","Toronto Blue Jays","-169","+144","9","9",0.628252788104089,0.409836065573771,0.0380888536778596
"09/30/2018","19:07","Los Angeles Angels","Oakland Athletics","-112","-105","5","5",0.528301886792453,0.51219512195122,0.0404970087436722
"09/30/2018","19:05","Boston Red Sox","New York Yankees","-139","+120","10","2",0.581589958158996,0.454545454545455,0.0361354127044504
"09/30/2018","19:05","Philadelphia Phillies","Atlanta Braves","+129","-152","3","3",0.436681222707424,0.603174603174603,0.0398558258820267
"09/30/2018","19:05","San Francisco Giants","Los Angeles Dodgers","+202","-238","0","0",0.33112582781457,0.704142011834319,0.035267839648889
"10/29/2018","00:15","Los Angeles Dodgers","Boston Red Sox","-152","+127","1","1",0.603174603174603,0.440528634361233,0.0437032375358366
"10/29/2018","00:09","Los Angeles Dodgers","Boston Red Sox","-159","+120","6","6",0.613899613899614,0.454545454545455,0.0684450684450686
"10/27/2018","00:09","Los Angeles Dodgers","Boston Red Sox","-179","+150","3","3",0.6415770609319,0.4,0.0415770609318997
"10/25/2018","00:09","Boston Red Sox","Los Angeles Dodgers","-143","+120","4","4",0.588477366255144,0.454545454545455,0.0430228208005987
"10/24/2018","00:09","Boston Red Sox","Los Angeles Dodgers","-182","+150","8","8",0.645390070921986,0.4,0.0453900709219859
"10/21/2018","00:09","Milwaukee Brewers","Los Angeles Dodgers","-112","-105","1","1",0.528301886792453,0.51219512195122,0.0404970087436722
"10/20/2018","00:39","Milwaukee Brewers","Los Angeles Dodgers","-102","-118","7","7",0.504950495049505,0.541284403669725,0.0462348987192298
